1	1	0	10	1	1	23
1	0	0	11	0	1	24
1	0	0	12	0	1	25
1	0	0	13	0	1	26
6	1	0	0	0	0	42
6	1	0	1	0	0	43
6	0	0	2	0	0	44
6	0	0	3	0	0	45
6	1	0	4	0	0	46
6	1	0	5	0	0	47
6	1	0	6	0	0	48
6	1	0	7	0	0	49
6	1	0	8	0	0	50
6	1	0	9	0	0	51
6	1	0	10	0	0	52
6	1	0	11	0	0	53
6	1	0	12	0	0	54
6	1	0	13	0	0	55
20	1	0	6	0	0	24
20	1	0	7	0	0	25
20	1	0	8	0	0	26
20	0	0	9	1	1	27
20	1	0	10	0	1	28
20	1	0	11	0	1	29
20	1	0	12	0	1	30
20	1	0	13	1	1	31
24	1	0	0	0	0	33
24	1	0	1	0	0	34
24	1	0	2	0	0	35
24	1	0	3	0	0	36
24	1	0	4	0	0	37
24	1	0	5	0	0	38
24	1	0	6	0	0	39
24	1	0	7	0	0	40
24	1	0	8	0	0	41
24	1	0	9	0	0	42
24	1	0	10	0	0	43
24	1	0	11	0	0	44
24	1	0	12	0	0	45
24	1	0	13	0	0	46
26	1	0	0	0	0	35
26	1	0	1	0	0	36
26	1	0	2	0	0	37
26	1	0	3	0	0	38
26	1	0	4	0	0	39
26	1	0	5	0	0	40
26	1	0	6	0	0	41
26	1	0	7	0	0	42
26	1	0	8	0	0	43
26	1	0	9	0	0	44
26	1	0	10	0	0	45
26	1	0	11	0	0	46
26	1	0	12	0	0	47
26	1	0	13	0	0	48
32	1	0	0	0	0	43
32	1	0	1	0	0	44
32	1	1	2	0	0	45
32	1	0	3	0	0	46
32	1	0	4	0	0	47
32	1	0	5	0	0	48
32	1	0	6	0	0	49
32	1	0	7	0	0	50
32	1	0	8	0	0	51
32	1	0	9	0	0	52
32	1	0	10	0	0	53
32	1	0	11	0	0	54
32	1	0	12	0	0	55
32	1	0	13	0	0	56
38	1	0	6	0	0	20
38	0	1	7	1	1	21
38	0	1	8	0	1	22
38	0	0	9	0	1	23
38	0	0	10	0	1	24
38	0	0	11	0	1	25
38	0	0	12	0	0	26
38	0	0	13	0	0	27
50	0	0	12	1	1	26
50	0	0	13	0	1	27
52	1	0	0	0	0	24
52	0	0	1	1	1	25
52	0	0	2	0	1	26
52	0	0	3	0	1	27
52	0	0	4	1	1	28
52	0	0	5	0	1	29
52	0	0	6	0	1	30
52	1	0	7	0	1	31
52	1	0	8	0	1	32
52	1	0	9	0	0	33
52	1	0	10	0	0	34
52	1	0	11	0	0	35
52	1	0	12	0	0	36
52	1	0	13	0	0	37
57	1	0	11	0	0	25
57	1	0	12	0	0	26
57	1	0	13	0	0	27
65	0	0	5	0	0	22
65	1	0	6	0	0	23
65	1	0	7	0	0	24
65	0	0	8	0	0	25
65	1	0	9	1	1	26
65	1	0	10	0	1	27
65	1	0	11	1	1	28
65	1	0	12	0	1	29
65	1	0	13	0	1	30
78	1	0	1	0	1	34
78	1	0	2	0	0	35
78	1	0	3	0	0	36
78	1	0	4	0	0	37
78	1	0	5	0	0	38
78	1	0	6	0	0	39
78	1	0	7	0	0	40
78	1	0	8	0	0	41
78	1	0	9	0	0	42
78	1	0	10	0	0	43
78	1	1	11	0	0	44
78	1	0	12	0	0	45
78	1	0	13	0	0	46
84	0	1	12	0	1	33
84	0	1	13	0	1	34
88	0	0	4	1	1	21
88	0	1	5	0	1	22
88	0	1	6	1	1	23
88	0	1	7	1	1	24
88	0	1	8	1	1	25
88	0	1	9	1	1	26
88	0	1	10	0	1	27
88	0	1	11	0	1	28
88	0	1	12	0	1	29
88	0	1	13	1	1	30
95	1	0	0	0	0	44
95	1	0	1	0	0	45
95	1	0	2	0	0	46
95	1	0	3	0	0	47
95	1	0	4	0	0	48
95	1	0	5	0	0	49
95	1	0	6	0	0	50
95	1	0	7	0	0	51
104	1	0	4	0	0	25
104	0	0	5	0	0	26
104	0	0	6	1	1	27
104	0	0	7	0	1	28
104	0	0	8	1	1	29
104	0	0	9	0	1	30
104	0	0	10	0	1	31
104	0	0	11	1	1	32
104	1	0	12	0	1	33
104	1	0	13	0	1	34
106	1	0	0	0	0	45
106	1	0	1	0	0	46
106	1	0	2	0	0	47
106	1	0	3	0	0	48
106	1	0	4	0	0	49
106	1	0	5	0	0	50
106	0	0	6	0	0	51
106	0	1	7	0	0	52
106	0	1	8	0	0	53
106	0	1	9	0	0	54
106	0	0	10	0	0	55
106	0	0	11	0	0	56
119	0	0	8	1	1	22
119	0	1	9	0	1	23
119	0	1	10	1	1	24
119	0	1	11	0	1	25
119	0	1	12	0	1	26
119	0	0	13	0	1	27
129	1	0	0	0	1	25
129	1	0	1	0	1	26
129	1	0	2	0	1	27
129	1	0	3	0	1	28
129	1	0	4	0	0	29
129	1	0	5	0	0	30
129	1	0	6	0	0	31
129	1	0	7	0	0	32
129	1	0	8	0	0	33
129	1	0	9	0	0	34
129	1	0	10	0	0	35
129	1	0	11	0	0	36
129	1	0	12	0	0	37
129	1	0	13	0	0	38
131	1	0	0	0	0	32
131	1	0	1	0	0	33
131	1	0	2	0	0	34
131	0	0	3	0	0	35
131	1	0	4	0	0	36
131	1	0	5	0	0	37
131	1	0	6	0	0	38
131	1	0	7	0	0	39
131	1	1	8	0	0	40
131	1	0	9	0	0	41
131	1	0	10	0	0	42
131	1	1	11	0	0	43
131	1	0	12	0	0	44
131	1	0	13	0	0	45
133	0	0	0	0	1	26
133	0	0	1	0	1	27
133	0	0	2	0	1	28
133	0	0	3	0	1	29
133	0	0	4	0	0	30
133	1	0	5	0	0	31
133	1	0	6	0	0	32
133	1	0	7	0	0	33
133	0	0	8	1	1	34
133	0	0	9	0	1	35
133	1	0	10	0	1	36
133	1	0	11	0	1	37
133	1	0	12	0	1	38
133	1	0	13	0	0	39
155	0	0	10	0	1	30
155	0	0	11	0	1	31
155	0	0	12	0	0	32
155	0	0	13	0	0	33
162	0	0	0	0	1	21
162	0	0	1	1	1	22
162	0	0	2	0	1	23
162	0	0	3	0	1	24
162	0	0	4	0	1	25
162	1	0	5	0	1	26
162	1	0	6	0	0	27
162	1	0	7	0	0	28
162	1	0	8	0	0	29
162	0	1	9	0	0	30
162	0	1	10	0	0	31
162	0	0	11	0	0	32
162	0	1	12	0	0	33
162	0	1	13	0	0	34
164	1	0	0	0	0	23
164	1	0	1	0	0	24
164	1	0	2	0	0	25
164	1	0	3	0	0	26
164	1	0	4	0	0	27
164	1	0	5	0	0	28
164	1	0	6	0	0	29
164	1	0	7	0	0	30
164	1	0	8	0	0	31
164	1	0	9	0	0	32
164	1	0	10	0	0	33
164	1	0	11	0	0	34
164	1	0	12	0	0	35
164	1	0	13	0	0	36
187	0	0	9	0	0	20
187	0	0	10	1	1	21
187	0	0	11	0	1	22
187	0	1	12	0	1	23
